"set_id","shark_trophic_group","shark_trophic_numeric","sum_shark_trophic","set_composition"
"28598","lower order",1,1,"lower"
"28560","lower order",1,1,"lower"
"28566","lower order",1,1,"lower"
"28580","lower order",1,1,"lower"
"28590","lower order",1,1,"lower"
"28600","lower order",1,1,"lower"
"28604","lower order",1,1,"lower"
"35265","lower order",1,1,"lower"
"28607","lower order",1,1,"lower"
"28608","lower order",1,1,"lower"
"28609","lower order",1,1,"lower"
"28610","lower order",1,1,"lower"
"28611","lower order",1,1,"lower"
"28612","lower order",1,1,"lower"
"28613","lower order",1,1,"lower"
"28614","lower order",1,1,"lower"
"28615","lower order",1,1,"lower"
"28616","lower order",1,1,"lower"
"28618","lower order",1,1,"lower"
"28619","lower order",1,1,"lower"
"28620","lower order",1,1,"lower"
"28621","lower order",1,1,"lower"
"28622","lower order",1,1,"lower"
"28623","lower order",1,1,"lower"
"29106","lower order",1,1,"lower"
"29117","lower order",1,1,"lower"
"29124","lower order",1,1,"lower"
"26608","lower order",1,1,"lower"
"26614","lower order",1,1,"lower"
"26617","lower order",1,1,"lower"
"26630","lower order",1,1,"lower"
"26635","lower order",1,1,"lower"
"26641","lower order",1,1,"lower"
"26632","lower order",1,1,"lower"
"35269","lower order",1,1,"lower"
"35270","lower order",1,1,"lower"
"35271","lower order",1,1,"lower"
"26817","lower order",1,1,"lower"
"26826","lower order",1,1,"lower"
"35272","lower order",1,1,"lower"
"35273","lower order",1,1,"lower"
"26906","lower order",1,1,"lower"
"26907","lower order",1,1,"lower"
"26912","lower order",1,1,"lower"
"26924","lower order",1,1,"lower"
"26929","lower order",1,1,"lower"
"26930","lower order",1,1,"lower"
"26931","lower order",1,1,"lower"
"26932","lower order",1,1,"lower"
"26933","lower order",1,1,"lower"
"26934","lower order",1,1,"lower"
"26935","lower order",1,1,"lower"
"26938","lower order",1,1,"lower"
"26939","lower order",1,1,"lower"
"26940","lower order",1,1,"lower"
"26941","lower order",1,1,"lower"
"26942","lower order",1,1,"lower"
"26943","lower order",1,1,"lower"
"26944","lower order",1,1,"lower"
"26945","lower order",1,1,"lower"
"26946","lower order",1,1,"lower"
"26947","lower order",1,1,"lower"
"26948","lower order",1,1,"lower"
"26949","lower order",1,1,"lower"
"26950","lower order",1,1,"lower"
"26951","lower order",1,1,"lower"
"26952","lower order",1,1,"lower"
"26953","lower order",1,1,"lower"
"35274","lower order",1,1,"lower"
"35275","lower order",1,1,"lower"
"27021","lower order",1,1,"lower"
"27047","lower order",1,1,"lower"
"27048","lower order",1,1,"lower"
"27049","lower order",1,1,"lower"
"27050","lower order",1,1,"lower"
"27052","lower order",1,1,"lower"
"27053","lower order",1,1,"lower"
"27057","lower order",1,1,"lower"
"27060","lower order",1,1,"lower"
"35276","lower order",1,1,"lower"
"8747","lower order",1,1,"lower"
"35277","lower order",1,1,"lower"
"35279","lower order",1,1,"lower"
"35280","lower order",1,1,"lower"
"35281","lower order",1,1,"lower"
"35282","lower order",1,1,"lower"
"35283","lower order",1,1,"lower"
"35284","lower order",1,1,"lower"
"35285","lower order",1,1,"lower"
"35286","lower order",1,1,"lower"
"35287","lower order",1,1,"lower"
"35288","lower order",1,1,"lower"
"35289","lower order",1,1,"lower"
"35291","lower order",1,1,"lower"
"27266","lower order",1,1,"lower"
"27267","lower order",1,1,"lower"
"27270","lower order",1,1,"lower"
"27282","lower order",1,1,"lower"
"27286","lower order",1,1,"lower"
"27290","lower order",1,1,"lower"
"27291","lower order",1,1,"lower"
"27307","lower order",1,1,"lower"
"27309","lower order",1,1,"lower"
"27311","lower order",1,1,"lower"
"27312","lower order",1,1,"lower"
"27313","lower order",1,1,"lower"
"27314","lower order",1,1,"lower"
"27316","lower order",1,1,"lower"
"27317","lower order",1,1,"lower"
"27318","lower order",1,1,"lower"
"29404","lower order",1,1,"lower"
"33418","lower order",1,1,"lower"
"35946","apex",2,2,"apex"
"35947","lower order",1,3,"apex"
"35947","apex",2,3,"apex"
"35964","lower order",1,1,"lower"
"33440","lower order",1,1,"lower"
"33445","lower order",1,1,"lower"
"27859","lower order",1,1,"lower"
"27897","lower order",1,1,"lower"
"27899","lower order",1,1,"lower"
"27905","lower order",1,1,"lower"
"27906","lower order",1,1,"lower"
"27907","lower order",1,1,"lower"
"27908","lower order",1,1,"lower"
"27909","lower order",1,1,"lower"
"27910","lower order",1,1,"lower"
"27912","lower order",1,1,"lower"
"27913","lower order",1,1,"lower"
"27927","lower order",1,1,"lower"
"27954","lower order",1,3,"apex"
"27954","apex",2,3,"apex"
"27957","lower order",1,1,"lower"
"27958","lower order",1,1,"lower"
"27959","lower order",1,1,"lower"
"27960","lower order",1,1,"lower"
"27961","lower order",1,1,"lower"
"27963","lower order",1,1,"lower"
"27964","lower order",1,1,"lower"
"27965","lower order",1,1,"lower"
"27967","lower order",1,1,"lower"
"27968","lower order",1,1,"lower"
"27970","lower order",1,1,"lower"
"27987","lower order",1,1,"lower"
"27989","lower order",1,1,"lower"
"27994","lower order",1,1,"lower"
"27995","lower order",1,1,"lower"
"27997","lower order",1,1,"lower"
"27998","lower order",1,1,"lower"
"27999","lower order",1,1,"lower"
"28001","lower order",1,1,"lower"
"28002","lower order",1,1,"lower"
"28003","lower order",1,1,"lower"
"28004","lower order",1,1,"lower"
"28005","lower order",1,1,"lower"
"28007","lower order",1,1,"lower"
"28009","lower order",1,1,"lower"
"28010","lower order",1,1,"lower"
"28011","lower order",1,1,"lower"
"28013","lower order",1,1,"lower"
"28014","lower order",1,1,"lower"
"28015","lower order",1,1,"lower"
"28016","lower order",1,1,"lower"
"28018","lower order",1,1,"lower"
"28019","lower order",1,1,"lower"
"28020","lower order",1,1,"lower"
"28021","lower order",1,1,"lower"
"28022","lower order",1,1,"lower"
"28023","lower order",1,1,"lower"
"28024","lower order",1,1,"lower"
"28025","lower order",1,1,"lower"
"28026","lower order",1,1,"lower"
"28027","lower order",1,1,"lower"
"28028","lower order",1,1,"lower"
"28031","lower order",1,1,"lower"
"28032","lower order",1,1,"lower"
"28033","lower order",1,1,"lower"
"28034","lower order",1,1,"lower"
"28035","lower order",1,1,"lower"
"28038","lower order",1,1,"lower"
"28039","lower order",1,1,"lower"
"28054","lower order",1,1,"lower"
"28056","lower order",1,1,"lower"
"28057","lower order",1,1,"lower"
"28065","lower order",1,1,"lower"
"28030","lower order",1,1,"lower"
"28070","lower order",1,1,"lower"
"28073","lower order",1,1,"lower"
"28075","lower order",1,1,"lower"
"28076","lower order",1,1,"lower"
"28078","lower order",1,1,"lower"
"28082","lower order",1,1,"lower"
"28097","lower order",1,1,"lower"
"28099","lower order",1,1,"lower"
"28100","lower order",1,1,"lower"
"28101","lower order",1,1,"lower"
"28102","lower order",1,1,"lower"
"28103","lower order",1,1,"lower"
"28104","lower order",1,1,"lower"
"28105","lower order",1,1,"lower"
"28107","lower order",1,1,"lower"
"28108","lower order",1,1,"lower"
"28106","lower order",1,1,"lower"
"28109","lower order",1,1,"lower"
"28111","lower order",1,1,"lower"
"28112","lower order",1,1,"lower"
"28113","lower order",1,1,"lower"
"28114","lower order",1,1,"lower"
"28115","lower order",1,1,"lower"
"28116","lower order",1,1,"lower"
"28117","lower order",1,1,"lower"
"28118","lower order",1,1,"lower"
"28119","lower order",1,1,"lower"
"28120","lower order",1,1,"lower"
"28123","lower order",1,1,"lower"
"28124","lower order",1,1,"lower"
"28125","lower order",1,1,"lower"
"28126","lower order",1,1,"lower"
"28127","lower order",1,1,"lower"
"28128","lower order",1,1,"lower"
"28129","lower order",1,1,"lower"
"28132","lower order",1,1,"lower"
"28133","lower order",1,1,"lower"
"28134","lower order",1,1,"lower"
"28135","lower order",1,1,"lower"
"28138","lower order",1,1,"lower"
"28139","lower order",1,1,"lower"
"28140","lower order",1,1,"lower"
"28141","lower order",1,1,"lower"
"28143","lower order",1,3,"apex"
"28143","apex",2,3,"apex"
"28144","lower order",1,1,"lower"
"28145","lower order",1,1,"lower"
"28146","lower order",1,1,"lower"
"28147","lower order",1,1,"lower"
"28148","lower order",1,1,"lower"
"28149","lower order",1,1,"lower"
"28150","lower order",1,1,"lower"
"28137","lower order",1,1,"lower"
"28142","lower order",1,1,"lower"
"28122","lower order",1,1,"lower"
"28121","lower order",1,1,"lower"
"28110","lower order",1,1,"lower"
"28153","lower order",1,1,"lower"
"28154","lower order",1,1,"lower"
"28155","lower order",1,1,"lower"
"28156","lower order",1,1,"lower"
"28157","lower order",1,1,"lower"
"28158","lower order",1,1,"lower"
"28159","lower order",1,1,"lower"
"28160","lower order",1,1,"lower"
"28161","lower order",1,1,"lower"
"28162","lower order",1,1,"lower"
"28163","lower order",1,1,"lower"
"28164","lower order",1,1,"lower"
"28165","lower order",1,1,"lower"
"28166","lower order",1,1,"lower"
"28167","lower order",1,1,"lower"
"28168","lower order",1,1,"lower"
"28169","lower order",1,1,"lower"
"28170","lower order",1,1,"lower"
"28172","lower order",1,1,"lower"
"28173","lower order",1,1,"lower"
"28174","lower order",1,1,"lower"
"28175","lower order",1,1,"lower"
"28176","lower order",1,1,"lower"
"28177","lower order",1,1,"lower"
"28178","lower order",1,1,"lower"
"28179","lower order",1,1,"lower"
"28182","lower order",1,1,"lower"
"28183","lower order",1,1,"lower"
"28184","lower order",1,1,"lower"
"28185","lower order",1,1,"lower"
"28186","lower order",1,1,"lower"
"28187","lower order",1,1,"lower"
"28188","lower order",1,1,"lower"
"28189","lower order",1,1,"lower"
"28190","lower order",1,1,"lower"
"28192","lower order",1,1,"lower"
"28193","lower order",1,1,"lower"
"28194","lower order",1,1,"lower"
"28180","lower order",1,1,"lower"
"28181","lower order",1,1,"lower"
"28196","lower order",1,1,"lower"
"28197","lower order",1,1,"lower"
"28198","lower order",1,1,"lower"
"28199","lower order",1,1,"lower"
"28201","lower order",1,1,"lower"
"28202","lower order",1,1,"lower"
"28203","lower order",1,1,"lower"
"28204","lower order",1,1,"lower"
"28205","lower order",1,1,"lower"
"28206","lower order",1,1,"lower"
"28207","lower order",1,1,"lower"
"28208","lower order",1,1,"lower"
"28209","lower order",1,1,"lower"
"28210","lower order",1,1,"lower"
"28211","lower order",1,1,"lower"
"28212","lower order",1,1,"lower"
"28213","lower order",1,1,"lower"
"28214","lower order",1,1,"lower"
"28215","lower order",1,1,"lower"
"28216","lower order",1,1,"lower"
"28218","lower order",1,1,"lower"
"28219","lower order",1,1,"lower"
"28220","lower order",1,1,"lower"
"28888","lower order",1,1,"lower"
"3393","lower order",1,1,"lower"
"3404","lower order",1,1,"lower"
"3405","lower order",1,1,"lower"
"3095","lower order",1,1,"lower"
"33190","lower order",1,1,"lower"
"33185","lower order",1,1,"lower"
"33178","lower order",1,1,"lower"
"30457","lower order",1,1,"lower"
"30458","lower order",1,1,"lower"
"30459","lower order",1,1,"lower"
"30460","lower order",1,1,"lower"
"30464","lower order",1,1,"lower"
"30466","lower order",1,1,"lower"
"30467","lower order",1,1,"lower"
"30468","lower order",1,1,"lower"
"30469","lower order",1,1,"lower"
"30470","lower order",1,1,"lower"
"30471","lower order",1,1,"lower"
"35306","lower order",1,1,"lower"
"35312","lower order",1,1,"lower"
"30475","lower order",1,1,"lower"
"30476","lower order",1,1,"lower"
"30478","lower order",1,1,"lower"
"30479","lower order",1,1,"lower"
"30480","lower order",1,3,"apex"
"30480","apex",2,3,"apex"
"30481","lower order",1,1,"lower"
"30482","lower order",1,1,"lower"
"30484","lower order",1,1,"lower"
"30485","lower order",1,1,"lower"
"30488","lower order",1,1,"lower"
"30496","lower order",1,1,"lower"
"30498","apex",2,2,"apex"
"30499","lower order",1,1,"lower"
"30503","lower order",1,1,"lower"
"30505","lower order",1,1,"lower"
"30510","lower order",1,1,"lower"
"30511","lower order",1,1,"lower"
"30513","lower order",1,1,"lower"
"30517","lower order",1,1,"lower"
"30518","lower order",1,1,"lower"
"30520","lower order",1,1,"lower"
"30521","apex",2,2,"apex"
"30522","lower order",1,1,"lower"
"30524","lower order",1,1,"lower"
"30529","apex",2,2,"apex"
"30533","lower order",1,1,"lower"
"30534","lower order",1,1,"lower"
"30543","lower order",1,1,"lower"
"30545","lower order",1,1,"lower"
"30547","lower order",1,1,"lower"
"30550","lower order",1,1,"lower"
"30557","apex",2,3,"apex"
"30557","lower order",1,3,"apex"
"30558","lower order",1,1,"lower"
"30559","lower order",1,1,"lower"
"30560","lower order",1,1,"lower"
"30562","lower order",1,1,"lower"
"30563","lower order",1,1,"lower"
"30566","lower order",1,1,"lower"
"30567","lower order",1,1,"lower"
"30569","lower order",1,1,"lower"
"30573","lower order",1,1,"lower"
"30578","lower order",1,1,"lower"
"30587","lower order",1,1,"lower"
"30603","lower order",1,1,"lower"
"30604","lower order",1,1,"lower"
"30717","lower order",1,1,"lower"
"30723","lower order",1,1,"lower"
"30725","lower order",1,1,"lower"
"30726","lower order",1,1,"lower"
"30729","lower order",1,1,"lower"
"30730","lower order",1,1,"lower"
"30739","lower order",1,1,"lower"
"30745","lower order",1,1,"lower"
"30758","lower order",1,1,"lower"
"30765","lower order",1,1,"lower"
"30767","lower order",1,1,"lower"
"30770","lower order",1,1,"lower"
"30771","lower order",1,1,"lower"
"30774","lower order",1,1,"lower"
"30775","lower order",1,1,"lower"
"30779","lower order",1,1,"lower"
"30780","lower order",1,1,"lower"
"30781","lower order",1,1,"lower"
"30782","lower order",1,1,"lower"
"30789","lower order",1,1,"lower"
"30790","lower order",1,1,"lower"
"30791","lower order",1,1,"lower"
"30792","lower order",1,1,"lower"
"30793","lower order",1,1,"lower"
"30795","lower order",1,1,"lower"
"30796","lower order",1,1,"lower"
"30797","lower order",1,1,"lower"
"30798","lower order",1,1,"lower"
"30799","lower order",1,1,"lower"
"30801","lower order",1,1,"lower"
"30802","lower order",1,1,"lower"
"30804","lower order",1,3,"apex"
"30804","apex",2,3,"apex"
"30808","lower order",1,1,"lower"
"30810","lower order",1,1,"lower"
"30811","lower order",1,1,"lower"
"30816","apex",2,2,"apex"
"30818","lower order",1,1,"lower"
"30820","lower order",1,1,"lower"
"30824","lower order",1,1,"lower"
"30831","lower order",1,1,"lower"
"30836","lower order",1,1,"lower"
"30837","lower order",1,1,"lower"
"30838","lower order",1,1,"lower"
"30839","lower order",1,1,"lower"
"30842","lower order",1,1,"lower"
"30846","lower order",1,1,"lower"
"30852","lower order",1,1,"lower"
"30855","lower order",1,1,"lower"
"30856","lower order",1,1,"lower"
"30860","lower order",1,1,"lower"
"30865","lower order",1,1,"lower"
"30947","lower order",1,1,"lower"
"30996","lower order",1,1,"lower"
"31038","lower order",1,1,"lower"
"10271","lower order",1,1,"lower"
"33369","lower order",1,1,"lower"
"33372","lower order",1,1,"lower"
"33374","lower order",1,1,"lower"
"33375","lower order",1,1,"lower"
"33376","lower order",1,1,"lower"
"33377","lower order",1,1,"lower"
"33378","lower order",1,1,"lower"
"33379","lower order",1,1,"lower"
"33381","lower order",1,1,"lower"
"33382","lower order",1,1,"lower"
"33383","lower order",1,1,"lower"
"33384","lower order",1,1,"lower"
"33388","lower order",1,1,"lower"
"33389","lower order",1,1,"lower"
"33390","lower order",1,1,"lower"
"33392","lower order",1,1,"lower"
"33393","lower order",1,1,"lower"
"33394","lower order",1,1,"lower"
"33396","lower order",1,1,"lower"
"33399","lower order",1,1,"lower"
"33401","lower order",1,1,"lower"
"33402","lower order",1,1,"lower"
"35347","lower order",1,1,"lower"
"35352","lower order",1,1,"lower"
"28605","lower order",1,1,"lower"
"24441","lower order",1,1,"lower"
"33411","lower order",1,1,"lower"
"31565","lower order",1,1,"lower"
"31634","lower order",1,1,"lower"
"31635","lower order",1,1,"lower"
"31636","lower order",1,1,"lower"
"31638","lower order",1,1,"lower"
"31640","lower order",1,1,"lower"
"31642","lower order",1,1,"lower"
"31643","lower order",1,1,"lower"
"31644","lower order",1,1,"lower"
"31646","lower order",1,1,"lower"
"31647","lower order",1,1,"lower"
"31648","lower order",1,1,"lower"
"31649","lower order",1,1,"lower"
"31652","lower order",1,1,"lower"
"31655","lower order",1,1,"lower"
"31656","lower order",1,1,"lower"
"31658","lower order",1,1,"lower"
"31659","lower order",1,1,"lower"
"31661","lower order",1,1,"lower"
"31662","lower order",1,1,"lower"
"31663","lower order",1,1,"lower"
"31664","lower order",1,1,"lower"
"31665","lower order",1,1,"lower"
"31669","lower order",1,1,"lower"
"31673","lower order",1,1,"lower"
"31675","lower order",1,1,"lower"
"31678","lower order",1,1,"lower"
"31691","lower order",1,1,"lower"
"31699","lower order",1,1,"lower"
"31710","lower order",1,1,"lower"
"31803","lower order",1,1,"lower"
"31780","lower order",1,1,"lower"
"31781","lower order",1,1,"lower"
"31783","lower order",1,1,"lower"
"31790","lower order",1,1,"lower"
"31791","lower order",1,1,"lower"
"31795","lower order",1,1,"lower"
"31797","lower order",1,1,"lower"
"31800","lower order",1,1,"lower"
"31802","lower order",1,1,"lower"
"31804","lower order",1,1,"lower"
"31808","lower order",1,1,"lower"
"31822","lower order",1,1,"lower"
"31827","lower order",1,1,"lower"
"31828","lower order",1,1,"lower"
"31831","lower order",1,1,"lower"
"31837","lower order",1,1,"lower"
"31840","lower order",1,1,"lower"
"31843","lower order",1,1,"lower"
"31844","lower order",1,1,"lower"
"31849","lower order",1,1,"lower"
"31857","lower order",1,1,"lower"
"31858","lower order",1,1,"lower"
"31859","lower order",1,1,"lower"
"31876","lower order",1,1,"lower"
"31878","lower order",1,1,"lower"
"31882","lower order",1,1,"lower"
"31883","lower order",1,1,"lower"
"31884","lower order",1,1,"lower"
"31886","lower order",1,1,"lower"
"31887","lower order",1,1,"lower"
"31890","lower order",1,1,"lower"
"31891","lower order",1,1,"lower"
"31895","lower order",1,1,"lower"
"31896","lower order",1,1,"lower"
"31897","lower order",1,1,"lower"
"31898","lower order",1,1,"lower"
"31900","lower order",1,1,"lower"
"31901","lower order",1,1,"lower"
